city,cluster,s1_candidate,selection_count
kudamatsu,3,c003_r11_A_steiner.csv,220
kudamatsu,3,c003_r12_B_incremental.csv,211
kudamatsu,3,c003_r13_B_incremental.csv,206
kudamatsu,3,c003_r14_B_incremental.csv,194
kudamatsu,3,c003_r15_B_incremental.csv,216
kudamatsu,3,c003_r16_B_incremental.csv,194
kudamatsu,3,c003_r17_B_incremental.csv,185
kudamatsu,3,c003_r18_B_incremental.csv,184
kudamatsu,3,c003_r19_B_incremental.csv,205
kudamatsu,3,c003_r20_B_incremental.csv,200
kudamatsu,3,c003_r21_B_incremental.csv,225
kudamatsu,3,c003_r22_B_incremental.csv,221
kudamatsu,3,c003_r23_B_incremental.csv,196
kudamatsu,4,c004_r00_A_steiner.csv,211
kudamatsu,4,c004_r01_A_steiner.csv,189
kudamatsu,4,c004_r02_A_steiner.csv,226
kudamatsu,4,c004_r03_A_steiner.csv,200
kudamatsu,4,c004_r04_A_steiner.csv,190
kudamatsu,4,c004_r05_A_steiner.csv,201
kudamatsu,4,c004_r06_A_steiner.csv,206
kudamatsu,4,c004_r07_A_steiner.csv,222
kudamatsu,4,c004_r08_A_steiner.csv,196
kudamatsu,4,c004_r09_A_steiner.csv,207
kudamatsu,4,c004_r10_A_steiner.csv,199
kudamatsu,4,c004_r11_A_steiner.csv,227
kudamatsu,4,c004_r12_B_incremental.csv,193
kudamatsu,4,c004_r13_B_incremental.csv,189
kudamatsu,4,c004_r14_B_incremental.csv,223
kudamatsu,4,c004_r15_B_incremental.csv,213
kudamatsu,4,c004_r16_B_incremental.csv,230
kudamatsu,4,c004_r17_B_incremental.csv,193
kudamatsu,4,c004_r18_B_incremental.csv,232
kudamatsu,4,c004_r19_B_incremental.csv,227
kudamatsu,4,c004_r20_B_incremental.csv,198
kudamatsu,4,c004_r21_B_incremental.csv,203
kudamatsu,4,c004_r22_B_incremental.csv,200
kudamatsu,4,c004_r23_B_incremental.csv,225
kudamatsu,5,c005_r00_A_steiner.csv,211
kudamatsu,5,c005_r01_A_steiner.csv,211
kudamatsu,5,c005_r02_A_steiner.csv,206
kudamatsu,5,c005_r03_A_steiner.csv,200
kudamatsu,5,c005_r04_A_steiner.csv,194
kudamatsu,5,c005_r05_A_steiner.csv,210
kudamatsu,5,c005_r06_A_steiner.csv,216
kudamatsu,5,c005_r07_A_steiner.csv,218
kudamatsu,5,c005_r08_A_steiner.csv,203
kudamatsu,5,c005_r09_A_steiner.csv,173
kudamatsu,5,c005_r10_A_steiner.csv,209
kudamatsu,5,c005_r11_A_steiner.csv,197
kudamatsu,5,c005_r12_B_incremental.csv,192
kudamatsu,5,c005_r13_B_incremental.csv,208
kudamatsu,5,c005_r14_B_incremental.csv,212
kudamatsu,5,c005_r15_B_incremental.csv,233
kudamatsu,5,c005_r16_B_incremental.csv,216
kudamatsu,5,c005_r17_B_incremental.csv,211
kudamatsu,5,c005_r18_B_incremental.csv,196
kudamatsu,5,c005_r19_B_incremental.csv,224
kudamatsu,5,c005_r20_B_incremental.csv,229
kudamatsu,5,c005_r21_B_incremental.csv,224
kudamatsu,5,c005_r22_B_incremental.csv,191
kudamatsu,5,c005_r23_B_incremental.csv,216
kudamatsu,6,c006_r00_A_steiner.csv,222
kudamatsu,6,c006_r01_A_steiner.csv,245
kudamatsu,6,c006_r02_A_steiner.csv,201
kudamatsu,6,c006_r03_A_steiner.csv,205
kudamatsu,6,c006_r04_A_steiner.csv,221
kudamatsu,6,c006_r05_A_steiner.csv,195
kudamatsu,6,c006_r06_A_steiner.csv,212
kudamatsu,6,c006_r07_A_steiner.csv,224
kudamatsu,6,c006_r08_A_steiner.csv,225
kudamatsu,6,c006_r09_A_steiner.csv,211
kudamatsu,6,c006_r10_A_steiner.csv,213
kudamatsu,6,c006_r11_A_steiner.csv,213
kudamatsu,6,c006_r12_B_incremental.csv,182
kudamatsu,6,c006_r13_B_incremental.csv,216
kudamatsu,6,c006_r14_B_incremental.csv,172
kudamatsu,6,c006_r15_B_incremental.csv,211
kudamatsu,6,c006_r16_B_incremental.csv,185
kudamatsu,6,c006_r17_B_incremental.csv,193
kudamatsu,6,c006_r18_B_incremental.csv,206
kudamatsu,6,c006_r19_B_incremental.csv,201
kudamatsu,6,c006_r20_B_incremental.csv,220
kudamatsu,6,c006_r21_B_incremental.csv,214
kudamatsu,6,c006_r22_B_incremental.csv,204
kudamatsu,6,c006_r23_B_incremental.csv,209
kudamatsu,7,c007_r00_A_steiner.csv,183
kudamatsu,7,c007_r01_A_steiner.csv,241
kudamatsu,7,c007_r02_A_steiner.csv,222
kudamatsu,7,c007_r03_A_steiner.csv,239
kudamatsu,7,c007_r04_A_steiner.csv,206
kudamatsu,7,c007_r05_A_steiner.csv,217
kudamatsu,7,c007_r06_A_steiner.csv,209
kudamatsu,7,c007_r07_A_steiner.csv,190
kudamatsu,7,c007_r08_A_steiner.csv,211
kudamatsu,7,c007_r09_A_steiner.csv,201
kudamatsu,7,c007_r10_A_steiner.csv,219
kudamatsu,7,c007_r11_A_steiner.csv,224
kudamatsu,7,c007_r12_B_incremental.csv,190
kudamatsu,7,c007_r13_B_incremental.csv,184
kudamatsu,7,c007_r14_B_incremental.csv,208
kudamatsu,7,c007_r15_B_incremental.csv,205
kudamatsu,7,c007_r16_B_incremental.csv,208
kudamatsu,7,c007_r17_B_incremental.csv,225
kudamatsu,7,c007_r18_B_incremental.csv,190
kudamatsu,7,c007_r19_B_incremental.csv,209
kudamatsu,7,c007_r20_B_incremental.csv,215
kudamatsu,7,c007_r21_B_incremental.csv,188
kudamatsu,7,c007_r22_B_incremental.csv,202
kudamatsu,7,c007_r23_B_incremental.csv,214
kudamatsu,8,c008_r00_A_steiner.csv,210
kudamatsu,8,c008_r01_A_steiner.csv,215
kudamatsu,8,c008_r02_A_steiner.csv,200
kudamatsu,8,c008_r03_A_steiner.csv,201
kudamatsu,8,c008_r04_A_steiner.csv,206
kudamatsu,8,c008_r05_A_steiner.csv,190
kudamatsu,8,c008_r06_A_steiner.csv,210
kudamatsu,8,c008_r07_A_steiner.csv,207
kudamatsu,8,c008_r08_A_steiner.csv,197
kudamatsu,8,c008_r09_A_steiner.csv,229
kudamatsu,8,c008_r10_A_steiner.csv,197
kudamatsu,8,c008_r11_A_steiner.csv,203
kudamatsu,8,c008_r12_B_incremental.csv,199
kudamatsu,8,c008_r13_B_incremental.csv,217
kudamatsu,8,c008_r14_B_incremental.csv,198
kudamatsu,8,c008_r15_B_incremental.csv,205
kudamatsu,8,c008_r16_B_incremental.csv,204
kudamatsu,8,c008_r17_B_incremental.csv,224
kudamatsu,8,c008_r18_B_incremental.csv,223
kudamatsu,8,c008_r19_B_incremental.csv,226
kudamatsu,8,c008_r20_B_incremental.csv,181
kudamatsu,8,c008_r21_B_incremental.csv,230
kudamatsu,8,c008_r22_B_incremental.csv,219
kudamatsu,8,c008_r23_B_incremental.csv,209
kudamatsu,9,c009_r00_A_steiner.csv,195
kudamatsu,9,c009_r01_A_steiner.csv,212
kudamatsu,9,c009_r02_A_steiner.csv,209
kudamatsu,9,c009_r03_A_steiner.csv,225
kudamatsu,9,c009_r04_A_steiner.csv,208
kudamatsu,9,c009_r05_A_steiner.csv,192
kudamatsu,9,c009_r06_A_steiner.csv,216
kudamatsu,9,c009_r07_A_steiner.csv,231
kudamatsu,9,c009_r08_A_steiner.csv,167
kudamatsu,9,c009_r09_A_steiner.csv,199
kudamatsu,9,c009_r10_A_steiner.csv,218
kudamatsu,9,c009_r11_A_steiner.csv,187
kudamatsu,9,c009_r12_B_incremental.csv,221
kudamatsu,9,c009_r13_B_incremental.csv,202
kudamatsu,9,c009_r14_B_incremental.csv,210
kudamatsu,9,c009_r15_B_incremental.csv,233
kudamatsu,9,c009_r16_B_incremental.csv,214
kudamatsu,9,c009_r17_B_incremental.csv,202
kudamatsu,9,c009_r18_B_incremental.csv,222
kudamatsu,9,c009_r19_B_incremental.csv,215
kudamatsu,9,c009_r20_B_incremental.csv,204
kudamatsu,9,c009_r21_B_incremental.csv,200
kudamatsu,9,c009_r22_B_incremental.csv,210
kudamatsu,9,c009_r23_B_incremental.csv,208
kudamatsu,10,c010_r00_A_steiner.csv,217
kudamatsu,10,c010_r01_A_steiner.csv,213
kudamatsu,10,c010_r02_A_steiner.csv,211
kudamatsu,10,c010_r03_A_steiner.csv,187
kudamatsu,10,c010_r04_A_steiner.csv,219
kudamatsu,10,c010_r05_A_steiner.csv,215
kudamatsu,10,c010_r06_A_steiner.csv,210
kudamatsu,10,c010_r07_A_steiner.csv,208
kudamatsu,10,c010_r08_A_steiner.csv,215
kudamatsu,10,c010_r09_A_steiner.csv,189
kudamatsu,10,c010_r10_A_steiner.csv,202
kudamatsu,10,c010_r11_A_steiner.csv,212
kudamatsu,10,c010_r12_B_incremental.csv,203
kudamatsu,10,c010_r13_B_incremental.csv,227
kudamatsu,10,c010_r14_B_incremental.csv,211
kudamatsu,10,c010_r15_B_incremental.csv,197
kudamatsu,10,c010_r16_B_incremental.csv,243
kudamatsu,10,c010_r17_B_incremental.csv,218
kudamatsu,10,c010_r18_B_incremental.csv,229
kudamatsu,10,c010_r19_B_incremental.csv,191
kudamatsu,10,c010_r20_B_incremental.csv,197
kudamatsu,10,c010_r21_B_incremental.csv,200
kudamatsu,10,c010_r22_B_incremental.csv,187
kudamatsu,10,c010_r23_B_incremental.csv,199
kudamatsu,11,c011_r00_A_steiner.csv,180
kudamatsu,11,c011_r01_A_steiner.csv,197
kudamatsu,11,c011_r02_A_steiner.csv,201
kudamatsu,11,c011_r03_A_steiner.csv,208
kudamatsu,11,c011_r04_A_steiner.csv,199
kudamatsu,11,c011_r05_A_steiner.csv,228
kudamatsu,11,c011_r06_A_steiner.csv,208
kudamatsu,11,c011_r07_A_steiner.csv,221
kudamatsu,11,c011_r08_A_steiner.csv,219
kudamatsu,11,c011_r09_A_steiner.csv,212
kudamatsu,11,c011_r10_A_steiner.csv,198
kudamatsu,11,c011_r11_A_steiner.csv,198
kudamatsu,11,c011_r12_B_incremental.csv,176
kudamatsu,11,c011_r13_B_incremental.csv,200
kudamatsu,11,c011_r14_B_incremental.csv,212
kudamatsu,11,c011_r15_B_incremental.csv,221
kudamatsu,11,c011_r16_B_incremental.csv,217
kudamatsu,11,c011_r17_B_incremental.csv,213
kudamatsu,11,c011_r18_B_incremental.csv,196
kudamatsu,11,c011_r19_B_incremental.csv,231
kudamatsu,11,c011_r20_B_incremental.csv,233
kudamatsu,11,c011_r21_B_incremental.csv,219
kudamatsu,11,c011_r22_B_incremental.csv,205
kudamatsu,11,c011_r23_B_incremental.csv,208
kudamatsu,12,c012_r00_A_steiner.csv,205
kudamatsu,12,c012_r01_A_steiner.csv,217
kudamatsu,12,c012_r02_A_steiner.csv,200
kudamatsu,12,c012_r03_A_steiner.csv,241
kudamatsu,12,c012_r04_A_steiner.csv,218
kudamatsu,12,c012_r05_A_steiner.csv,222
kudamatsu,12,c012_r06_A_steiner.csv,237
kudamatsu,12,c012_r07_A_steiner.csv,202
kudamatsu,12,c012_r08_A_steiner.csv,196
kudamatsu,12,c012_r09_A_steiner.csv,219
kudamatsu,12,c012_r10_A_steiner.csv,196
kudamatsu,12,c012_r11_A_steiner.csv,218
kudamatsu,12,c012_r12_B_incremental.csv,193
kudamatsu,12,c012_r13_B_incremental.csv,207
kudamatsu,12,c012_r14_B_incremental.csv,221
kudamatsu,12,c012_r15_B_incremental.csv,206
kudamatsu,12,c012_r16_B_incremental.csv,220
kudamatsu,12,c012_r17_B_incremental.csv,185
kudamatsu,12,c012_r18_B_incremental.csv,210
kudamatsu,12,c012_r19_B_incremental.csv,205
kudamatsu,12,c012_r20_B_incremental.csv,207
kudamatsu,12,c012_r21_B_incremental.csv,185
kudamatsu,12,c012_r22_B_incremental.csv,170
kudamatsu,12,c012_r23_B_incremental.csv,220
kudamatsu,13,c013_r00_A_steiner.csv,185
kudamatsu,13,c013_r01_A_steiner.csv,207
kudamatsu,13,c013_r02_A_steiner.csv,207
kudamatsu,13,c013_r03_A_steiner.csv,223
kudamatsu,13,c013_r04_A_steiner.csv,198
kudamatsu,13,c013_r05_A_steiner.csv,197
kudamatsu,13,c013_r06_A_steiner.csv,213
kudamatsu,13,c013_r07_A_steiner.csv,201
kudamatsu,13,c013_r08_A_steiner.csv,199
kudamatsu,13,c013_r09_A_steiner.csv,205
kudamatsu,13,c013_r10_A_steiner.csv,216
kudamatsu,13,c013_r11_A_steiner.csv,207
kudamatsu,13,c013_r12_B_incremental.csv,199
kudamatsu,13,c013_r13_B_incremental.csv,213
kudamatsu,13,c013_r14_B_incremental.csv,210
kudamatsu,13,c013_r15_B_incremental.csv,226
kudamatsu,13,c013_r16_B_incremental.csv,217
kudamatsu,13,c013_r17_B_incremental.csv,213
kudamatsu,13,c013_r18_B_incremental.csv,213
kudamatsu,13,c013_r19_B_incremental.csv,208
kudamatsu,13,c013_r20_B_incremental.csv,213
kudamatsu,13,c013_r21_B_incremental.csv,204
kudamatsu,13,c013_r22_B_incremental.csv,197
kudamatsu,13,c013_r23_B_incremental.csv,229
kudamatsu,14,c014_r00_A_steiner.csv,194
kudamatsu,14,c014_r01_A_steiner.csv,204
kudamatsu,14,c014_r02_A_steiner.csv,225
kudamatsu,14,c014_r03_A_steiner.csv,200
kudamatsu,14,c014_r04_A_steiner.csv,230
kudamatsu,14,c014_r05_A_steiner.csv,218
kudamatsu,14,c014_r06_A_steiner.csv,208
kudamatsu,14,c014_r07_A_steiner.csv,234
kudamatsu,14,c014_r08_A_steiner.csv,220
kudamatsu,14,c014_r09_A_steiner.csv,202
kudamatsu,14,c014_r10_A_steiner.csv,228
kudamatsu,14,c014_r11_A_steiner.csv,221
kudamatsu,14,c014_r12_B_incremental.csv,204
kudamatsu,14,c014_r13_B_incremental.csv,189
kudamatsu,14,c014_r14_B_incremental.csv,200
kudamatsu,14,c014_r15_B_incremental.csv,186
kudamatsu,14,c014_r16_B_incremental.csv,225
kudamatsu,14,c014_r17_B_incremental.csv,200
kudamatsu,14,c014_r18_B_incremental.csv,210
kudamatsu,14,c014_r19_B_incremental.csv,218
kudamatsu,14,c014_r20_B_incremental.csv,183
kudamatsu,14,c014_r21_B_incremental.csv,221
kudamatsu,14,c014_r22_B_incremental.csv,180
kudamatsu,14,c014_r23_B_incremental.csv,200
kudamatsu,15,c015_r00_A_steiner.csv,215
kudamatsu,15,c015_r01_A_steiner.csv,200
kudamatsu,15,c015_r02_A_steiner.csv,201
kudamatsu,15,c015_r03_A_steiner.csv,206
kudamatsu,15,c015_r04_A_steiner.csv,223
kudamatsu,15,c015_r05_A_steiner.csv,218
kudamatsu,15,c015_r06_A_steiner.csv,209
kudamatsu,15,c015_r07_A_steiner.csv,193
kudamatsu,15,c015_r08_A_steiner.csv,223
kudamatsu,15,c015_r09_A_steiner.csv,189
kudamatsu,15,c015_r10_A_steiner.csv,191
kudamatsu,15,c015_r11_A_steiner.csv,201
kudamatsu,15,c015_r12_B_incremental.csv,231
kudamatsu,15,c015_r13_B_incremental.csv,212
kudamatsu,15,c015_r14_B_incremental.csv,187
kudamatsu,15,c015_r15_B_incremental.csv,194
kudamatsu,15,c015_r16_B_incremental.csv,225
kudamatsu,15,c015_r17_B_incremental.csv,221
kudamatsu,15,c015_r18_B_incremental.csv,200
kudamatsu,15,c015_r19_B_incremental.csv,214
kudamatsu,15,c015_r20_B_incremental.csv,232
kudamatsu,15,c015_r21_B_incremental.csv,186
kudamatsu,15,c015_r22_B_incremental.csv,199
kudamatsu,15,c015_r23_B_incremental.csv,230
kudamatsu,16,c016_r00_A_steiner.csv,205
kudamatsu,16,c016_r01_A_steiner.csv,207
kudamatsu,16,c016_r02_A_steiner.csv,183
kudamatsu,16,c016_r03_A_steiner.csv,226
kudamatsu,16,c016_r04_A_steiner.csv,239
kudamatsu,16,c016_r05_A_steiner.csv,195
kudamatsu,16,c016_r06_A_steiner.csv,188
kudamatsu,16,c016_r07_A_steiner.csv,211
kudamatsu,16,c016_r08_A_steiner.csv,222
kudamatsu,16,c016_r09_A_steiner.csv,229
kudamatsu,16,c016_r10_A_steiner.csv,211
kudamatsu,16,c016_r11_A_steiner.csv,228
kudamatsu,16,c016_r12_B_incremental.csv,211
kudamatsu,16,c016_r13_B_incremental.csv,197
kudamatsu,16,c016_r14_B_incremental.csv,201
kudamatsu,16,c016_r15_B_incremental.csv,212
kudamatsu,16,c016_r16_B_incremental.csv,186
kudamatsu,16,c016_r17_B_incremental.csv,213
kudamatsu,16,c016_r18_B_incremental.csv,216
kudamatsu,16,c016_r19_B_incremental.csv,193
kudamatsu,16,c016_r20_B_incremental.csv,191
kudamatsu,16,c016_r21_B_incremental.csv,201
kudamatsu,16,c016_r22_B_incremental.csv,195
kudamatsu,16,c016_r23_B_incremental.csv,240
kudamatsu,17,c017_r00_A_steiner.csv,201
kudamatsu,17,c017_r01_A_steiner.csv,202
kudamatsu,17,c017_r02_A_steiner.csv,224
kudamatsu,17,c017_r03_A_steiner.csv,213
kudamatsu,17,c017_r04_A_steiner.csv,221
kudamatsu,17,c017_r05_A_steiner.csv,210
kudamatsu,17,c017_r06_A_steiner.csv,193
kudamatsu,17,c017_r07_A_steiner.csv,193
kudamatsu,17,c017_r08_A_steiner.csv,214
kudamatsu,17,c017_r09_A_steiner.csv,181
kudamatsu,17,c017_r10_A_steiner.csv,213
kudamatsu,17,c017_r11_A_steiner.csv,205
kudamatsu,17,c017_r12_B_incremental.csv,224
kudamatsu,17,c017_r13_B_incremental.csv,218
kudamatsu,17,c017_r14_B_incremental.csv,219
kudamatsu,17,c017_r15_B_incremental.csv,226
kudamatsu,17,c017_r16_B_incremental.csv,204
kudamatsu,17,c017_r17_B_incremental.csv,197
kudamatsu,17,c017_r18_B_incremental.csv,201
kudamatsu,17,c017_r19_B_incremental.csv,214
kudamatsu,17,c017_r20_B_incremental.csv,202
kudamatsu,17,c017_r21_B_incremental.csv,193
kudamatsu,17,c017_r22_B_incremental.csv,219
kudamatsu,17,c017_r23_B_incremental.csv,213
kudamatsu,18,c018_r00_A_steiner.csv,204
kudamatsu,18,c018_r01_A_steiner.csv,192
kudamatsu,18,c018_r02_A_steiner.csv,207
kudamatsu,18,c018_r03_A_steiner.csv,192
kudamatsu,18,c018_r04_A_steiner.csv,218
kudamatsu,18,c018_r05_A_steiner.csv,195
kudamatsu,18,c018_r06_A_steiner.csv,223
kudamatsu,18,c018_r07_A_steiner.csv,212
kudamatsu,18,c018_r08_A_steiner.csv,221
kudamatsu,18,c018_r09_A_steiner.csv,217
kudamatsu,18,c018_r10_A_steiner.csv,214
kudamatsu,18,c018_r11_A_steiner.csv,193
kudamatsu,18,c018_r12_B_incremental.csv,208
kudamatsu,18,c018_r13_B_incremental.csv,179
kudamatsu,18,c018_r14_B_incremental.csv,214
kudamatsu,18,c018_r15_B_incremental.csv,202
kudamatsu,18,c018_r16_B_incremental.csv,187
kudamatsu,18,c018_r17_B_incremental.csv,220
kudamatsu,18,c018_r18_B_incremental.csv,199
kudamatsu,18,c018_r19_B_incremental.csv,231
kudamatsu,18,c018_r20_B_incremental.csv,205
kudamatsu,18,c018_r21_B_incremental.csv,239
kudamatsu,18,c018_r22_B_incremental.csv,209
kudamatsu,18,c018_r23_B_incremental.csv,219
kudamatsu,19,c019_r00_A_steiner.csv,223
kudamatsu,19,c019_r01_A_steiner.csv,209
kudamatsu,19,c019_r02_A_steiner.csv,214
kudamatsu,19,c019_r03_A_steiner.csv,197
kudamatsu,19,c019_r04_A_steiner.csv,213
kudamatsu,19,c019_r05_A_steiner.csv,200
kudamatsu,19,c019_r06_A_steiner.csv,194
kudamatsu,19,c019_r07_A_steiner.csv,187
kudamatsu,19,c019_r08_A_steiner.csv,219
kudamatsu,19,c019_r09_A_steiner.csv,178
kudamatsu,19,c019_r10_A_steiner.csv,224
kudamatsu,19,c019_r11_A_steiner.csv,192
kudamatsu,19,c019_r12_B_incremental.csv,203
kudamatsu,19,c019_r13_B_incremental.csv,233
kudamatsu,19,c019_r14_B_incremental.csv,200
kudamatsu,19,c019_r15_B_incremental.csv,222
kudamatsu,19,c019_r16_B_incremental.csv,196
kudamatsu,19,c019_r17_B_incremental.csv,197
kudamatsu,19,c019_r18_B_incremental.csv,246
kudamatsu,19,c019_r19_B_incremental.csv,221
kudamatsu,19,c019_r20_B_incremental.csv,206
kudamatsu,19,c019_r21_B_incremental.csv,240
kudamatsu,19,c019_r22_B_incremental.csv,177
kudamatsu,19,c019_r23_B_incremental.csv,209
kudamatsu,20,c020_r00_A_steiner.csv,206
kudamatsu,20,c020_r01_A_steiner.csv,229
kudamatsu,20,c020_r02_A_steiner.csv,189
kudamatsu,20,c020_r03_A_steiner.csv,204
kudamatsu,20,c020_r04_A_steiner.csv,207
kudamatsu,20,c020_r05_A_steiner.csv,211
kudamatsu,20,c020_r06_A_steiner.csv,233
kudamatsu,20,c020_r07_A_steiner.csv,205
kudamatsu,20,c020_r08_A_steiner.csv,208
kudamatsu,20,c020_r09_A_steiner.csv,214
kudamatsu,20,c020_r10_A_steiner.csv,209
kudamatsu,20,c020_r11_A_steiner.csv,209
kudamatsu,20,c020_r12_B_incremental.csv,205
kudamatsu,20,c020_r13_B_incremental.csv,206
kudamatsu,20,c020_r14_B_incremental.csv,188
kudamatsu,20,c020_r15_B_incremental.csv,209
kudamatsu,20,c020_r16_B_incremental.csv,208
kudamatsu,20,c020_r17_B_incremental.csv,235
kudamatsu,20,c020_r18_B_incremental.csv,213
kudamatsu,20,c020_r19_B_incremental.csv,213
kudamatsu,20,c020_r20_B_incremental.csv,202
kudamatsu,20,c020_r21_B_incremental.csv,178
kudamatsu,20,c020_r22_B_incremental.csv,206
kudamatsu,20,c020_r23_B_incremental.csv,213
kudamatsu,21,c021_r00_A_steiner.csv,205
kudamatsu,21,c021_r01_A_steiner.csv,206
kudamatsu,21,c021_r02_A_steiner.csv,220
kudamatsu,21,c021_r03_A_steiner.csv,220
kudamatsu,21,c021_r04_A_steiner.csv,203
kudamatsu,21,c021_r05_A_steiner.csv,199
kudamatsu,21,c021_r06_A_steiner.csv,227
kudamatsu,21,c021_r07_A_steiner.csv,204
kudamatsu,21,c021_r08_A_steiner.csv,206
kudamatsu,21,c021_r09_A_steiner.csv,196
kudamatsu,21,c021_r10_A_steiner.csv,225
kudamatsu,21,c021_r11_A_steiner.csv,229
kudamatsu,21,c021_r12_B_incremental.csv,217
kudamatsu,21,c021_r13_B_incremental.csv,203
kudamatsu,21,c021_r14_B_incremental.csv,216
kudamatsu,21,c021_r15_B_incremental.csv,201
kudamatsu,21,c021_r16_B_incremental.csv,213
kudamatsu,21,c021_r17_B_incremental.csv,191
kudamatsu,21,c021_r18_B_incremental.csv,183
kudamatsu,21,c021_r19_B_incremental.csv,214
kudamatsu,21,c021_r20_B_incremental.csv,209
kudamatsu,21,c021_r21_B_incremental.csv,195
kudamatsu,21,c021_r22_B_incremental.csv,192
kudamatsu,21,c021_r23_B_incremental.csv,226
kudamatsu,22,c022_r00_A_steiner.csv,234
kudamatsu,22,c022_r01_A_steiner.csv,199
kudamatsu,22,c022_r02_A_steiner.csv,215
kudamatsu,22,c022_r03_A_steiner.csv,187
kudamatsu,22,c022_r04_A_steiner.csv,187
kudamatsu,22,c022_r05_A_steiner.csv,193
kudamatsu,22,c022_r06_A_steiner.csv,203
kudamatsu,22,c022_r07_A_steiner.csv,201
kudamatsu,22,c022_r08_A_steiner.csv,212
