node,cluster
5072,35
5074,33
5182,59
5183,140
5184,40
5186,105
5187,140
5189,105
5190,140
5191,59
5192,65
5193,111
5194,40
5196,105
5197,59
5198,87
5199,35
5201,130
5202,17
5203,18
5204,117
5205,91
5206,91
5207,12
5208,53
5209,18
5210,117
5211,117
5212,106
5213,133
5214,106
5215,109
5216,133
5217,109
5218,91
5219,142
5220,53
5222,109
5223,142
5224,142
5225,17
5226,113
5227,18
5228,117
5229,109
5230,69
5231,12
5497,38
5499,55
5500,141
5501,141
5502,55
5503,44
5504,78
5505,82
5506,82
5507,82
5555,10
5628,114
5629,16
5630,114
5631,114
5677,92
5678,92
5679,117
5680,117
5681,117
5682,117
5683,117
5684,117
5685,77
5686,77
5687,77
5688,77
5689,77
5690,135
5691,135
5692,53
5693,53
5694,57
5695,53
5696,57
5697,81
5704,65
5705,65
5706,65
5707,65
5708,0
5709,0
5710,0
5711,0
5712,11
5713,11
5714,86
5715,86
5716,101
5717,86
5772,15
5773,15
5774,60
5775,128
5776,27
5941,76
5942,76
5943,76
5944,76
5952,87
5959,4
6010,97
6012,19
6013,19
6027,142
6028,142
6029,115
6030,115
6031,117
6032,117
6033,117
6034,19
6035,19
6036,145
6037,145
6038,145
6039,145
6040,106
6108,132
6109,108
6124,90
6141,66
6142,66
6143,66
6144,66
6145,66
6146,49
6147,49
6148,50
6149,139
6150,7
6151,67
6152,67
6153,67
6154,67
6155,40
6156,40
6158,40
6159,111
6160,98
6161,119
6186,14
6191,104
6204,50
6211,68
6212,46
6213,94
6214,94
6215,94
6216,39
6217,94
6218,94
6220,68
6221,58
6222,58
6223,58
6224,58
6225,58
6226,4
6227,6
6228,31
6229,31
6230,10
6231,31
6232,31
6233,131
6234,131
6235,10
6236,131
6237,10
6238,10
6239,144
6240,138
6241,21
6242,21
6243,136
6244,136
6245,76
6246,138
6247,33
6248,119
6249,99
6272,34
6273,34
