緯度,経度,防犯灯_ID
34.08816028,131.8824222,kdmtscl01338
34.03406917,131.8881378,kdmtscl01339
34.02072111,131.8473261,kdmtscl01340
34.04266417,131.8731058,kdmtscl01341
34.01403472,131.8687342,kdmtscl01342
34.02677528,131.8535111,kdmtscl01343
34.02746056,131.8541328,kdmtscl01344
34.03374028,131.8534864,kdmtscl01345
33.99624,131.8804953,kdmtscl01346
33.99589778,131.8802867,kdmtscl01347
34.02726806,131.8998278,kdmtscl01348
34.034635,131.8638875,kdmtscl01349
34.01886444,131.8975022,kdmtscl01350
34.02062389,131.8974156,kdmtscl01351
34.01862333,131.8854383,kdmtscl01352
34.03151833,131.8708036,kdmtscl01353
34.01291333,131.8785267,kdmtscl01354
34.0218625,131.8637906,kdmtscl01355
34.01044889,131.8650192,kdmtscl01356
34.0372675,131.8674061,kdmtscl01357
34.0207825,131.8735719,kdmtscl01358
34.03284528,131.8611506,kdmtscl01359
34.00705361,131.8704447,kdmtscl01360
34.03982278,131.8883094,kdmtscl01361
34.02706056,131.8595333,kdmtscl01362
34.03597833,131.8689869,kdmtscl01363
34.01066583,131.8720847,kdmtscl01364
34.01095833,131.8719472,kdmtscl01365
34.03654083,131.8631667,kdmtscl01366
34.03673028,131.8641911,kdmtscl01367
34.03208333,131.8713419,kdmtscl01368
34.01594611,131.8624008,kdmtscl01369
34.02809472,131.9180728,kdmtscl01370
34.02734111,131.9186839,kdmtscl01371
34.02891417,131.8974544,kdmtscl01372
34.03119139,131.90448,kdmtscl01373
34.03959889,131.8650375,kdmtscl01374
34.03693556,131.8670072,kdmtscl01375
34.03206556,131.8711119,kdmtscl01376
34.02468056,131.8967269,kdmtscl01377
34.02482528,131.8972369,kdmtscl01378
34.02458694,131.8974997,kdmtscl01379
34.02443167,131.8968786,kdmtscl01380
34.01195972,131.8638983,kdmtscl01381
34.01128556,131.8648042,kdmtscl01382
34.02818222,131.8621256,kdmtscl01383
34.01769611,131.8772267,kdmtscl01384
34.01520694,131.8792364,kdmtscl01385
34.02000806,131.8794111,kdmtscl01386
34.01493278,131.8613306,kdmtscl01387
34.03325083,131.8541839,kdmtscl01388
34.03684778,131.8551972,kdmtscl01389
34.04042,131.8688172,kdmtscl01390
34.02029806,131.8995856,kdmtscl01391
34.01996333,131.8995092,kdmtscl01392
34.01925028,131.8999156,kdmtscl01393
34.01812111,131.8994194,kdmtscl01394
34.02130722,131.8980419,kdmtscl01395
34.0189125,131.8989047,kdmtscl01396
34.020295,131.8974306,kdmtscl01397
34.02025444,131.8968547,kdmtscl01398
34.01993583,131.8974258,kdmtscl01399
34.01920667,131.8968444,kdmtscl01400
34.02094472,131.8974722,kdmtscl01401
34.03604,131.8617181,kdmtscl01402
34.03617417,131.8620353,kdmtscl01403
34.01202472,131.8613875,kdmtscl01404
34.00957278,131.8602119,kdmtscl01405
34.01808194,131.8469119,kdmtscl01406
34.01839944,131.8480272,kdmtscl01407
34.01718778,131.8700839,kdmtscl01408
34.01724,131.8697397,kdmtscl01409
34.02636806,131.9162867,kdmtscl01410
34.02763667,131.8638194,kdmtscl01411
34.03093861,131.9046322,kdmtscl01412
34.01807333,131.8593772,kdmtscl01413
34.03615028,131.8867142,kdmtscl01414
34.02636528,131.8696625,kdmtscl01415
34.01419778,131.8712525,kdmtscl01416
34.03242611,131.8602597,kdmtscl01417
34.08844806,131.8829164,kdmtscl01418
34.08897444,131.8815925,kdmtscl01419
34.02121722,131.8644703,kdmtscl01420
34.02096528,131.8648042,kdmtscl01421
34.02228194,131.8669817,kdmtscl01422
34.02156611,131.8682225,kdmtscl01423
34.01710694,131.8722733,kdmtscl01424
34.01647028,131.8728247,kdmtscl01425
34.0205075,131.8746708,kdmtscl01426
34.02980833,131.8980383,kdmtscl01427
34.02961722,131.8971008,kdmtscl01428
34.02973722,131.8967472,kdmtscl01429
34.02934,131.8967886,kdmtscl01430
34.02918833,131.8972236,kdmtscl01431
34.0288325,131.8976344,kdmtscl01432
34.02868167,131.8975119,kdmtscl01433
34.02863861,131.8972622,kdmtscl01434
34.02900833,131.8970347,kdmtscl01435
34.02803889,131.9181528,kdmtscl01436
34.02752194,131.9180339,kdmtscl01437
34.02804583,131.9183553,kdmtscl01438
34.04294444,131.8724956,kdmtscl01439
34.03945583,131.8804447,kdmtscl01440
34.00393,131.8744708,kdmtscl01441
34.00335944,131.8749283,kdmtscl01442
34.04012444,131.8798822,kdmtscl01443
34.0087625,131.8622058,kdmtscl01444
34.02402,131.8671342,kdmtscl01445
34.02448417,131.8675364,kdmtscl01446
34.04006,131.8844667,kdmtscl01447
34.0175975,131.8826283,kdmtscl01448
34.01704194,131.8818522,kdmtscl01449
34.01671194,131.8814078,kdmtscl01450
34.01644472,131.8810789,kdmtscl01451
34.01649306,131.8816761,kdmtscl01452
34.01669778,131.8819439,kdmtscl01453
34.01714722,131.8830822,kdmtscl01454
34.01647278,131.8822225,kdmtscl01455
34.01626278,131.881935,kdmtscl01456
34.01606056,131.8816678,kdmtscl01457
34.01581861,131.8819261,kdmtscl01458
34.03784806,131.8887444,kdmtscl01459
34.0165325,131.8625731,kdmtscl01460
34.10504306,131.8787047,kdmtscl01461
34.01861417,131.8603697,kdmtscl01462
33.98959861,131.8670925,kdmtscl01463
34.04186722,131.8862667,kdmtscl01464
34.01353111,131.9111083,kdmtscl01465
34.03679944,131.8863942,kdmtscl01466
34.02959528,131.9065086,kdmtscl01467
34.02502306,131.8585075,kdmtscl01468
34.02191056,131.8504569,kdmtscl01469
34.0323,131.8521214,kdmtscl01470
34.02792306,131.9235722,kdmtscl01471
34.01509139,131.8728247,kdmtscl01472
34.02468639,131.9171461,kdmtscl01473
34.01067222,131.8681817,kdmtscl01474
34.04100222,131.9225444,kdmtscl01475
34.03466083,131.9216711,kdmtscl01476
34.00901139,131.8623206,kdmtscl01477
34.00846056,131.8620647,kdmtscl01478
34.04166861,131.8803819,kdmtscl01479
34.02683333,131.9178692,kdmtscl01480
34.02870639,131.916085,kdmtscl01481
34.10403139,131.8850019,kdmtscl01482
34.03191194,131.8708708,kdmtscl01483
34.04033417,131.8904125,kdmtscl01484
34.04250306,131.8923386,kdmtscl01485
34.03693139,131.8616939,kdmtscl01486
34.03330972,131.9144942,kdmtscl01487
34.02637333,131.8618917,kdmtscl01488
33.99646028,131.878995,kdmtscl01489
34.04178472,131.8689869,kdmtscl01490
34.04112694,131.8694169,kdmtscl01491
34.01124806,131.8686528,kdmtscl01492
34.01319194,131.8616544,kdmtscl01493
34.0349075,131.86873,kdmtscl01494
33.94630833,131.8257239,kdmtscl01495
34.03354361,131.8678239,kdmtscl01496
34.03514417,131.8619731,kdmtscl01497
34.01896389,131.8461356,kdmtscl01498
34.0363475,131.8675347,kdmtscl01499
34.02617444,131.84233,kdmtscl01500
34.00893139,131.8617761,kdmtscl01501
34.01087861,131.8621444,kdmtscl01502
34.01052056,131.8627297,kdmtscl01503
34.04061833,131.8858256,kdmtscl01504
34.04188472,131.8812372,kdmtscl01505
34.02862861,131.91649,kdmtscl01506
34.02651917,131.9177392,kdmtscl01507
34.04136861,131.8793775,kdmtscl01508
34.04086306,131.8791575,kdmtscl01509
34.04009139,131.8804811,kdmtscl01510
34.03974333,131.8804647,kdmtscl01511
34.03603278,131.8623456,kdmtscl01512
34.03664167,131.8610842,kdmtscl01513
34.03702806,131.8610478,kdmtscl01514
34.04108167,131.8904911,kdmtscl01515
34.03993472,131.8900953,kdmtscl01516
34.02017,131.8870172,kdmtscl01517
34.02317361,131.8546325,kdmtscl01518
34.034855,131.9108872,kdmtscl01519
33.98971111,131.8677389,kdmtscl01520
33.98956222,131.8673761,kdmtscl01521
33.98993278,131.8666953,kdmtscl01522
33.98960528,131.8660478,kdmtscl01523
34.01665389,131.8528028,kdmtscl01524
34.03857083,131.8859131,kdmtscl01525
34.03253278,131.9157875,kdmtscl01526
34.07099444,131.9228539,kdmtscl01527
34.0447675,131.9107494,kdmtscl01528
34.02385389,131.8612217,kdmtscl01529
34.0255175,131.9164031,kdmtscl01530
34.04236278,131.8691331,kdmtscl01531
34.02061556,131.9282733,kdmtscl01532
34.04076639,131.8781578,kdmtscl01533
34.03759,131.8780414,kdmtscl01534
34.04127722,131.8891839,kdmtscl01535
34.02439028,131.8688961,kdmtscl01536
34.02449917,131.8694247,kdmtscl01537
34.07386278,131.9161831,kdmtscl01538
34.07342472,131.9165581,kdmtscl01539
34.01652861,131.8557453,kdmtscl01540
34.03194694,131.8625078,kdmtscl01541
34.02998389,131.8563786,kdmtscl01542
34.0211075,131.8741467,kdmtscl01543
34.02155139,131.8735706,kdmtscl01544
34.02119111,131.8735542,kdmtscl01545
34.0165425,131.8614308,kdmtscl01546
34.03889972,131.8691158,kdmtscl01547
33.99678139,131.8788664,kdmtscl01548
34.0101525,131.8680375,kdmtscl01549
34.02269333,131.8916675,kdmtscl01550
34.02176639,131.8945061,kdmtscl01551
34.03270472,131.8511617,kdmtscl01552
34.01600611,131.8786828,kdmtscl01553
34.01588972,131.8789903,kdmtscl01554
34.01960472,131.9180867,kdmtscl01555
34.0338375,131.9145453,kdmtscl01556
34.03655333,131.8607353,kdmtscl01557
34.03633056,131.8602967,kdmtscl01558
34.0346875,131.8625192,kdmtscl01559
34.03512583,131.8630269,kdmtscl01560
34.03495778,131.8638289,kdmtscl01561
34.02969472,131.8983967,kdmtscl01562
34.03908056,131.8690783,kdmtscl01563
34.01046167,131.8725172,kdmtscl01564
34.00730667,131.8719425,kdmtscl01565
34.00704472,131.8721325,kdmtscl01566
34.00858611,131.8686689,kdmtscl01567
34.00826833,131.8688936,kdmtscl01568
34.00802667,131.8690728,kdmtscl01569
34.01208139,131.8726069,kdmtscl01570
34.01229417,131.8727197,kdmtscl01571
34.0332725,131.8496642,kdmtscl01572
34.01753611,131.8714819,kdmtscl01573
34.03684667,131.9100369,kdmtscl01574
34.01641306,131.8541678,kdmtscl01575
34.01599472,131.8544092,kdmtscl01576
34.00696778,131.8673244,kdmtscl01577
34.00628694,131.8688364,kdmtscl01578
34.02693361,131.8984333,kdmtscl01579
34.02722472,131.8983294,kdmtscl01580
34.03892833,131.8847819,kdmtscl01581
34.03957056,131.8851333,kdmtscl01582
34.04031833,131.8855019,kdmtscl01583
34.04022361,131.8859319,kdmtscl01584
34.04010417,131.8858919,kdmtscl01585
34.03960611,131.8855319,kdmtscl01586
34.02353444,131.8650828,kdmtscl01587
34.02093472,131.8514606,kdmtscl01588
34.00664972,131.8713536,kdmtscl01589
34.00867889,131.8692511,kdmtscl01590
34.00730056,131.8703161,kdmtscl01591
34.00762361,131.8700764,kdmtscl01592
34.00817417,131.8696425,kdmtscl01593
34.00728861,131.8709114,kdmtscl01594
34.02204806,131.8826175,kdmtscl01595
34.04030417,131.8850819,kdmtscl01596
34.0400825,131.8850831,kdmtscl01597
34.04006194,131.8846758,kdmtscl01598
34.04028306,131.8843417,kdmtscl01599
34.03790583,131.8878581,kdmtscl01600
34.03710778,131.8869506,kdmtscl01601
34.01851778,131.8740753,kdmtscl01602
34.00653611,131.8719458,kdmtscl01603
34.00716083,131.8714808,kdmtscl01604
34.00869444,131.8697025,kdmtscl01605
34.007795,131.8705297,kdmtscl01606
34.00680806,131.8717386,kdmtscl01607
34.00698583,131.8711347,kdmtscl01608
34.00764167,131.8706275,kdmtscl01609
34.00800944,131.8703636,kdmtscl01610
34.00747417,131.8697964,kdmtscl01611
34.00620194,131.8710814,kdmtscl01612
34.03984833,131.8843656,kdmtscl01613
34.03942861,131.8843656,kdmtscl01614
34.03907417,131.8843333,kdmtscl01615
34.03866028,131.8841856,kdmtscl01616
34.04803861,131.9131814,kdmtscl01617
34.04719333,131.9063436,kdmtscl01618
34.03757194,131.8854219,kdmtscl01619
34.02829667,131.9257697,kdmtscl01620
34.00660111,131.8721947,kdmtscl01621
34.00673694,131.8724239,kdmtscl01622
34.03425611,131.9139606,kdmtscl01623
34.00165389,131.8756358,kdmtscl01624
34.03911833,131.8860281,kdmtscl01625
34.03909806,131.8855122,kdmtscl01626
34.03879833,131.8855308,kdmtscl01627
34.03885583,131.8851694,kdmtscl01628
34.0304025,131.8486853,kdmtscl01629
34.02967472,131.8492633,kdmtscl01630
34.03004167,131.8503467,kdmtscl01631
34.03036833,131.8512692,kdmtscl01632
34.01637222,131.8564822,kdmtscl01633
34.01774389,131.8556922,kdmtscl01634
34.01791556,131.8554236,kdmtscl01635
34.04139667,131.8874453,kdmtscl01636
33.97804556,131.8669153,kdmtscl01637
34.03740917,131.8857181,kdmtscl01638
34.01404111,131.8597922,kdmtscl01639
34.03658528,131.8695483,kdmtscl01640
34.02458667,131.86601,kdmtscl01641
34.02139639,131.8684658,kdmtscl01642
34.03325361,131.9172517,kdmtscl01643
34.033265,131.9169225,kdmtscl01644
34.08863806,131.8832136,kdmtscl01645
34.10387528,131.8766533,kdmtscl01646
34.10196972,131.8763317,kdmtscl01647
34.03933333,131.8863142,kdmtscl01648
34.00813111,131.8794528,kdmtscl01649
34.02005611,131.8509158,kdmtscl01650
34.01977167,131.852835,kdmtscl01651
34.01869694,131.8549464,kdmtscl01652
34.02050556,131.8718431,kdmtscl01653
34.03884583,131.8812086,kdmtscl01654
34.01062472,131.8653053,kdmtscl01655
34.01105833,131.8649578,kdmtscl01656
34.03979972,131.8906403,kdmtscl01657
34.03687,131.8817761,kdmtscl01658
34.03825556,131.8762114,kdmtscl01659
34.03883306,131.8771775,kdmtscl01660
34.02694528,131.917895,kdmtscl01661
34.01097111,131.8722483,kdmtscl01662
34.00928583,131.8728747,kdmtscl01663
34.01725583,131.8726986,kdmtscl01664
34.0162725,131.8727361,kdmtscl01665
34.01615778,131.8721822,kdmtscl01666
34.03066806,131.8690408,kdmtscl01667
34.02975444,131.86775,kdmtscl01668
34.00552278,131.8770333,kdmtscl01669
34.00551111,131.8775156,kdmtscl01670
34.00723306,131.8793089,kdmtscl01671
34.03384889,131.8862594,kdmtscl01672
33.94738333,131.8339594,kdmtscl01673
34.01547583,131.8856058,kdmtscl01674
34.01731278,131.8844833,kdmtscl01675
34.01868889,131.8826097,kdmtscl01676
34.01708333,131.8854458,kdmtscl01677
34.01808056,131.8845072,kdmtscl01678
34.03569056,131.8532586,kdmtscl01679
34.0215375,131.8482506,kdmtscl01680
34.03264444,131.8666464,kdmtscl01681
34.0213225,131.8983994,kdmtscl01682
34.03894111,131.8743433,kdmtscl01683
34.01803944,131.8473658,kdmtscl01684
34.01746944,131.8467011,kdmtscl01685
34.01791861,131.8468394,kdmtscl01686
34.01871833,131.8468094,kdmtscl01687
34.01923528,131.8466733,kdmtscl01688
34.01844167,131.8725919,kdmtscl01689
34.01857,131.8732994,kdmtscl01690
34.01846722,131.8729083,kdmtscl01691
34.06198667,131.8804856,kdmtscl01692
34.01837917,131.8726533,kdmtscl01693
34.01873667,131.8722197,kdmtscl01694
34.01907556,131.8720494,kdmtscl01695
34.06106194,131.8915064,kdmtscl01696
34.0194425,131.8718319,kdmtscl01697
34.06176056,131.8926631,kdmtscl01698
34.01889194,131.8732319,kdmtscl01699
34.01947611,131.8727744,kdmtscl01700
34.01851417,131.8742769,kdmtscl01701
34.01933583,131.8748644,kdmtscl01702
34.01943111,131.8752381,kdmtscl01703
34.03705056,131.8543289,kdmtscl01704
34.01939,131.8768178,kdmtscl01705
34.01883889,131.8766092,kdmtscl01706
34.03728472,131.8552936,kdmtscl01707
34.01821389,131.8760606,kdmtscl01708
34.03658583,131.8532486,kdmtscl01709
34.01778361,131.87781,kdmtscl01710
34.03543806,131.8530086,kdmtscl01711
34.03592222,131.8524861,kdmtscl01712
34.0168,131.8763558,kdmtscl01713
34.03696889,131.8526414,kdmtscl01714
34.0165075,131.8760269,kdmtscl01715
34.03586861,131.8514539,kdmtscl01716
34.01709778,131.8794375,kdmtscl01717
34.03541722,131.8511425,kdmtscl01718
34.03509917,131.8508939,kdmtscl01719
34.03365028,131.8499242,kdmtscl01720
34.03300139,131.8501717,kdmtscl01721
34.01727889,131.8793314,kdmtscl01722
34.03397556,131.8517231,kdmtscl01723
34.01740444,131.87893,kdmtscl01724
34.01728861,131.8782817,kdmtscl01725
34.03296806,131.8507167,kdmtscl01726
34.01760111,131.8784917,kdmtscl01727
34.03363444,131.8510553,kdmtscl01728
34.01775639,131.8785528,kdmtscl01729
34.03364722,131.8503489,kdmtscl01730
34.03312278,131.8545775,kdmtscl01731
34.033775,131.8553058,kdmtscl01732
34.01780306,131.8791353,kdmtscl01733
34.01772889,131.8791053,kdmtscl01734
34.03769583,131.8546958,kdmtscl01735
34.03755278,131.8549811,kdmtscl01736
34.01677694,131.8783839,kdmtscl01737
34.01641306,131.8793478,kdmtscl01738
34.01590806,131.8796486,kdmtscl01739
34.01568778,131.8795331,kdmtscl01740
34.01504,131.8796789,kdmtscl01741
34.02827,131.9241197,kdmtscl01742
34.0279475,131.9242297,kdmtscl01743
34.02761028,131.9243319,kdmtscl01744
34.02751083,131.9239756,kdmtscl01745
34.02745139,131.9235469,kdmtscl01746
34.02780917,131.9235394,kdmtscl01747
34.02779083,131.9239256,kdmtscl01748
34.02928028,131.9257192,kdmtscl01749
34.02773306,131.9247044,kdmtscl01750
34.028045,131.9246047,kdmtscl01751
34.02839333,131.9244972,kdmtscl01752
34.02812583,131.9249594,kdmtscl01753
34.02781056,131.9250697,kdmtscl01754
34.0289825,131.9254819,kdmtscl01755
34.02748667,131.9252011,kdmtscl01756
34.02907972,131.9251286,kdmtscl01757
34.027665,131.9255633,kdmtscl01758
34.02788972,131.9254936,kdmtscl01759
34.02919389,131.9250558,kdmtscl01760
34.02819583,131.9253847,kdmtscl01761
34.02856694,131.9256672,kdmtscl01762
34.02797806,131.9258847,kdmtscl01763
34.02876694,131.9245922,kdmtscl01764
34.02870056,131.9242997,kdmtscl01765
34.02718417,131.9265444,kdmtscl01766
34.02910889,131.9246683,kdmtscl01767
34.03174222,131.9259583,kdmtscl01768
34.02589444,131.9270819,kdmtscl01769
34.02469611,131.9274431,kdmtscl01770
34.02423389,131.9284594,kdmtscl01771
34.02802417,131.9263844,kdmtscl01772
34.02851417,131.9260478,kdmtscl01773
34.02688222,131.9206475,kdmtscl01774
33.94469194,131.8231058,kdmtscl01775
34.036355,131.8625031,kdmtscl01776
34.03662194,131.8635436,kdmtscl01777
34.03600389,131.8629592,kdmtscl01778
34.03542028,131.8626228,kdmtscl01779
34.03596472,131.8614931,kdmtscl01780
34.03426333,131.8613003,kdmtscl01781
34.03356528,131.8586944,kdmtscl01782
34.03459861,131.8586769,kdmtscl01783
34.03442556,131.8585722,kdmtscl01784
34.0345475,131.8572997,kdmtscl01785
34.03430111,131.8568361,kdmtscl01786
34.03508583,131.8588908,kdmtscl01787
34.03532833,131.8597181,kdmtscl01788
34.03571556,131.8605528,kdmtscl01789
34.03588389,131.8602406,kdmtscl01790
34.03593083,131.8610753,kdmtscl01791
34.03414972,131.8556483,kdmtscl01792
34.03404,131.8632642,kdmtscl01793
34.03348556,131.8628742,kdmtscl01794
34.03389667,131.8623189,kdmtscl01795
33.94450167,131.8242608,kdmtscl01796
34.03401194,131.8621142,kdmtscl01797
33.94428472,131.8241433,kdmtscl01798
34.03342083,131.8621742,kdmtscl01799
33.94550972,131.8250381,kdmtscl01800
34.03301583,131.8625494,kdmtscl01801
33.94343889,131.8252483,kdmtscl01802
34.03317222,131.8612928,kdmtscl01803
34.03343,131.8609131,kdmtscl01804
34.03302889,131.8605344,kdmtscl01805
33.94706222,131.8262278,kdmtscl01806
33.94594278,131.8255531,kdmtscl01807
34.08572,131.8816189,kdmtscl01808
34.08516667,131.880435,kdmtscl01809
34.08584417,131.88071,kdmtscl01810
34.08382222,131.8936597,kdmtscl01811
34.08549861,131.8780714,kdmtscl01812
34.06929917,131.9087917,kdmtscl01813
34.08432889,131.8785078,kdmtscl01814
34.10272139,131.8826561,kdmtscl01815
34.08303028,131.8776831,kdmtscl01816
34.08358833,131.8779217,kdmtscl01817
34.0851675,131.8791528,kdmtscl01818
34.08086722,131.8754883,kdmtscl01819
34.08253639,131.8767333,kdmtscl01820
34.08246861,131.8773903,kdmtscl01821
33.95365028,131.8374647,kdmtscl01822
33.95293917,131.8495564,kdmtscl01823
34.08852139,131.8814711,kdmtscl01824
33.95282417,131.8498889,kdmtscl01825
33.95250778,131.8497908,kdmtscl01826
33.95257528,131.8496147,kdmtscl01827
33.95217583,131.8496714,kdmtscl01828
33.95225694,131.8493542,kdmtscl01829
33.95185278,131.8495725,kdmtscl01830
33.95201556,131.850065,kdmtscl01831
33.95235528,131.85018,kdmtscl01832
33.95229944,131.8503114,kdmtscl01833
33.95218111,131.8508575,kdmtscl01834
33.9519675,131.85029,kdmtscl01835
33.95191694,131.8506686,kdmtscl01836
33.95252611,131.8502272,kdmtscl01837
33.95248417,131.8505258,kdmtscl01838
33.95269361,131.8510936,kdmtscl01839
33.94783667,131.8335208,kdmtscl01840
33.94762639,131.8344394,kdmtscl01841
33.94814917,131.8341828,kdmtscl01842
33.94770333,131.8347544,kdmtscl01843
33.94820056,131.8355978,kdmtscl01844
33.94820306,131.8335733,kdmtscl01845
33.94847889,131.8335144,kdmtscl01846
33.94857778,131.8337386,kdmtscl01847
33.946745,131.8318422,kdmtscl01848
33.95173917,131.8499839,kdmtscl01849
33.95166778,131.849805,kdmtscl01850
33.95147694,131.8495889,kdmtscl01851
33.94679972,131.8326311,kdmtscl01852
34.02783306,131.8414939,kdmtscl01853
33.947175,131.8339111,kdmtscl01854
34.03776528,131.9068844,kdmtscl01855
34.02829417,131.8406603,kdmtscl01856
33.94662389,131.8342008,kdmtscl01857
34.02796444,131.84073,kdmtscl01858
34.02718694,131.8406925,kdmtscl01859
34.02668556,131.8408175,kdmtscl01860
34.02632972,131.8409142,kdmtscl01861
34.02620278,131.8411589,kdmtscl01862
34.03781,131.9075361,kdmtscl01863
34.02593528,131.8411914,kdmtscl01864
34.02604194,131.8415525,kdmtscl01865
34.02610361,131.8420447,kdmtscl01866
34.04564167,131.9280642,kdmtscl01867
34.02625861,131.8414639,kdmtscl01868
34.02660528,131.8410939,kdmtscl01869
34.078765,131.9051531,kdmtscl01870
34.04407528,131.9277503,kdmtscl01871
34.04271167,131.9263389,kdmtscl01872
34.07938778,131.9054667,kdmtscl01873
34.02722278,131.8409467,kdmtscl01874
34.02666556,131.8414639,kdmtscl01875
34.07108917,131.9142161,kdmtscl01876
34.02728806,131.841305,kdmtscl01877
34.02752167,131.8408675,kdmtscl01878
34.04670889,131.9209833,kdmtscl01879
34.02760417,131.8412128,kdmtscl01880
34.0471875,131.9227744,kdmtscl01881
34.07284556,131.9159294,kdmtscl01882
34.028055,131.8410967,kdmtscl01883
34.04785472,131.9242781,kdmtscl01884
34.031695,131.8485158,kdmtscl01885
34.01261444,131.8785142,kdmtscl01886
34.03197083,131.8489417,kdmtscl01887
34.02658694,131.8418211,kdmtscl01888
34.01322056,131.8782717,kdmtscl01889
34.0131125,131.8785375,kdmtscl01890
34.03269556,131.8493406,kdmtscl01891
34.02700194,131.8417289,kdmtscl01892
34.047885,131.9285942,kdmtscl01893
34.02733861,131.8416278,kdmtscl01894
34.03266722,131.8540122,kdmtscl01895
34.01079,131.8730656,kdmtscl01896
34.03247583,131.8537578,kdmtscl01897
34.03222611,131.8534086,kdmtscl01898
34.02775194,131.8418914,kdmtscl01899
34.03158889,131.8514067,kdmtscl01900
34.04654722,131.9192639,kdmtscl01901
34.03045222,131.8496578,kdmtscl01902
34.03023833,131.8493256,kdmtscl01903
34.0273775,131.8419964,kdmtscl01904
34.02698639,131.8421097,kdmtscl01905
34.03000611,131.8489917,kdmtscl01906
34.04381722,131.9202247,kdmtscl01907
34.02655444,131.8422086,kdmtscl01908
34.02969611,131.85091,kdmtscl01909
34.01131139,131.8745222,kdmtscl01910
34.02607528,131.8426047,kdmtscl01911
34.02962,131.8515781,kdmtscl01912
34.02998528,131.8517367,kdmtscl01913
34.01105639,131.8742533,kdmtscl01914
34.02653861,131.8427711,kdmtscl01915
34.02930861,131.8514914,kdmtscl01916
34.04878667,131.9136075,kdmtscl01917
34.08254389,131.9020117,kdmtscl01918
34.01439806,131.8783775,kdmtscl01919
34.02730361,131.8425547,kdmtscl01920
34.02959583,131.8545586,kdmtscl01921
34.08247444,131.9002131,kdmtscl01922
34.027605,131.8426725,kdmtscl01923
34.01421833,131.8791392,kdmtscl01924
34.0280925,131.8424911,kdmtscl01925
34.01460944,131.8792564,kdmtscl01926
34.01458222,131.8797678,kdmtscl01927
34.02690556,131.844105,kdmtscl01928
34.0442575,131.9069658,kdmtscl01929
34.04543667,131.9069275,kdmtscl01930
34.04242806,131.9064325,kdmtscl01931
34.02566361,131.8436497,kdmtscl01932
34.02520861,131.8432122,kdmtscl01933
34.02500194,131.8440058,kdmtscl01934
34.05226222,131.9140778,kdmtscl01935
34.00745667,131.8628781,kdmtscl01936
34.05540583,131.9158897,kdmtscl01937
34.00767306,131.8635381,kdmtscl01938
34.02439444,131.8467033,kdmtscl01939
34.0080975,131.8633206,kdmtscl01940
34.00809889,131.8634058,kdmtscl01941
34.02411139,131.8459786,kdmtscl01942
34.00824222,131.8619586,kdmtscl01943
34.00973361,131.8631072,kdmtscl01944
34.00996806,131.8607086,kdmtscl01945
34.02341639,131.8448386,kdmtscl01946
34.01973528,131.8450108,kdmtscl01947
34.02004167,131.8451433,kdmtscl01948
34.02039639,131.8451597,kdmtscl01949
34.02353333,131.8462506,kdmtscl01950
34.02345639,131.8468844,kdmtscl01951
34.01984028,131.8463258,kdmtscl01952
34.01946,131.8460522,kdmtscl01953
34.02131833,131.8455956,kdmtscl01954
34.07411722,131.9182878,kdmtscl01955
34.02165361,131.8454422,kdmtscl01956
34.04234333,131.8920014,kdmtscl01957
34.04521333,131.8683122,kdmtscl01958
34.04471917,131.8679236,kdmtscl01959
34.04378028,131.8663461,kdmtscl01960
34.0423375,131.8696697,kdmtscl01961
34.0427475,131.8818869,kdmtscl01962
34.04271556,131.8811786,kdmtscl01963
34.04362111,131.8755139,kdmtscl01964
34.04244333,131.879295,kdmtscl01965
34.03909278,131.9222647,kdmtscl01966
34.04003472,131.9229436,kdmtscl01967
34.04204861,131.9221258,kdmtscl01968
34.0404175,131.9240769,kdmtscl01969
34.04062194,131.9249956,kdmtscl01970
34.01473917,131.8801436,kdmtscl01971
34.01493778,131.8803461,kdmtscl01972
34.03666833,131.9231961,kdmtscl01973
34.01480639,131.8807303,kdmtscl01974
34.03724583,131.9225656,kdmtscl01975
34.03630472,131.9212431,kdmtscl01976
34.03539,131.9213436,kdmtscl01977
33.99482389,131.8811156,kdmtscl01978
33.99504194,131.8812864,kdmtscl01979
33.99464778,131.8815186,kdmtscl01980
33.99452611,131.8818039,kdmtscl01981
33.99403472,131.8824275,kdmtscl01982
33.99531778,131.8799217,kdmtscl01983
33.99424,131.8820525,kdmtscl01984
33.99422722,131.8828186,kdmtscl01985
33.99556472,131.8799839,kdmtscl01986
33.99429,131.8830839,kdmtscl01987
33.9956025,131.8790525,kdmtscl01988
33.99370361,131.8818914,kdmtscl01989
33.99501278,131.878965,kdmtscl01990
33.99552083,131.880905,kdmtscl01991
33.99478944,131.87887,kdmtscl01992
33.99512083,131.8802217,kdmtscl01993
33.99459389,131.8789403,kdmtscl01994
33.99446944,131.8792206,kdmtscl01995
33.996655,131.8806342,kdmtscl01996
33.99414417,131.879605,kdmtscl01997
33.99375083,131.8806978,kdmtscl01998
34.02554139,131.8551589,kdmtscl01999
34.02509806,131.8548922,kdmtscl02000
34.00691056,131.8764619,kdmtscl02001
34.02440917,131.85415,kdmtscl02002
34.02603806,131.8542203,kdmtscl02003
34.00684444,131.8760517,kdmtscl02004
34.02670722,131.8548936,kdmtscl02005
34.02697611,131.8550064,kdmtscl02006
