city,cluster,requested_weight_count,feasible_fixed_count,feasible_optimized_count,unique_route_count,selected_weight,selected_at_grid_boundary
sano,89,9,1,1,1,0.0,True
sano,90,9,9,9,1,0.0,True
sano,91,9,9,9,1,0.0,True
sano,92,9,9,9,3,0.0,True
sano,93,9,9,9,1,0.0,True
sano,94,9,9,9,1,0.0,True
sano,95,9,9,9,2,0.0,True
sano,96,9,9,9,1,0.0,True
sano,97,9,9,9,1,0.0,True
sano,98,9,9,9,1,0.0,True
sano,99,9,9,9,2,0.0,True
sano,100,9,9,9,2,0.0,True
sano,101,9,9,9,2,0.0,True
sano,102,9,9,9,1,0.0,True
sano,103,9,9,9,2,0.0,True
sano,104,9,9,9,1,0.0,True
sano,105,9,9,9,2,0.0,True
sano,106,9,9,9,1,0.0,True
sano,107,9,9,9,1,0.0,True
sano,108,9,9,9,2,0.0,True
sano,109,9,9,9,1,0.0,True
sano,110,9,9,9,1,0.0,True
sano,111,9,9,9,2,0.0,True
sano,112,9,9,9,1,0.0,True
sano,113,9,9,9,3,0.0,True
sano,114,9,9,9,1,0.0,True
sano,115,9,9,9,1,0.0,True
sano,116,9,9,9,1,0.0,True
sano,117,9,9,9,1,0.0,True
sano,118,9,9,9,1,0.0,True
sano,119,9,9,9,1,0.0,True
sano,120,9,9,9,2,0.0,True
sano,121,9,9,9,2,0.0,True
sano,122,9,9,9,3,0.0,True
sano,123,9,1,1,1,0.0,True
sano,124,9,9,9,1,0.0,True
sano,125,9,1,1,1,0.0,True
sano,126,9,9,9,1,0.0,True
sano,127,9,9,9,1,0.0,True
sano,128,9,9,9,1,0.0,True
sano,129,9,9,9,1,0.0,True
sano,130,9,9,9,1,0.0,True
sano,131,9,9,9,1,0.0,True
sano,132,9,9,9,1,0.0,True
sano,133,9,9,9,2,0.0,True
sano,134,9,9,9,2,0.0,True
sano,135,9,9,9,1,0.0,True
sano,136,9,9,9,2,0.0,True
sano,137,9,9,9,1,0.0,True
sano,138,9,9,9,1,0.0,True
sano,139,9,9,9,2,0.0,True
sano,140,9,9,9,1,0.0,True
sano,141,9,9,9,1,0.0,True
sano,142,9,9,9,1,0.0,True
sano,143,9,9,9,1,0.0,True
sano,144,9,9,9,2,0.0,True
sano,145,9,9,9,1,0.0,True
sano,146,9,9,9,2,0.0,True
kudamatsu,0,9,9,9,1,0.0,True
kudamatsu,1,9,9,9,1,0.0,True
kudamatsu,2,9,9,9,2,0.0,True
kudamatsu,3,9,9,9,3,0.0,True
kudamatsu,4,9,9,9,1,0.0,True
kudamatsu,5,9,9,9,3,0.0,True
kudamatsu,6,9,9,9,1,0.0,True
kudamatsu,7,9,9,9,1,0.0,True
kudamatsu,8,9,9,9,2,0.0,True
kudamatsu,9,9,9,9,2,0.0,True
kudamatsu,10,9,9,9,1,0.0,True
kudamatsu,11,9,9,9,1,0.0,True
kudamatsu,12,9,9,9,1,0.0,True
kudamatsu,13,9,9,9,1,0.0,True
kudamatsu,14,9,9,9,1,0.0,True
kudamatsu,15,9,9,9,1,0.0,True
kudamatsu,16,9,9,9,2,1.0,False
kudamatsu,17,9,9,9,2,0.0,True
kudamatsu,18,9,9,9,2,0.0,True
kudamatsu,19,9,9,9,2,0.0,True
kudamatsu,20,9,9,9,1,0.0,True
kudamatsu,21,9,9,9,2,0.0,True
kudamatsu,22,9,9,9,1,0.0,True
kudamatsu,23,9,9,9,3,0.0,True
kudamatsu,24,9,9,9,2,0.0,True
kudamatsu,25,9,9,9,1,0.0,True
kudamatsu,26,9,9,9,1,0.0,True
kudamatsu,27,9,9,9,2,0.0,True
kudamatsu,28,9,9,9,1,0.0,True
kudamatsu,29,9,9,9,3,0.0,True
kudamatsu,30,9,9,9,2,0.0,True
kudamatsu,31,9,9,9,3,0.0,True
kudamatsu,32,9,9,9,1,0.0,True
kudamatsu,33,9,9,9,1,0.0,True
kudamatsu,34,9,9,9,2,0.0,True
kudamatsu,35,9,9,9,1,0.0,True
kudamatsu,36,9,9,9,1,0.0,True
kudamatsu,37,9,9,9,1,0.0,True
kudamatsu,38,9,9,9,2,0.0,True
kudamatsu,39,9,9,9,2,0.0,True
kudamatsu,40,9,9,9,2,0.0,True
kudamatsu,41,9,9,9,4,0.0,True
kudamatsu,42,9,9,9,1,0.0,True
kudamatsu,43,9,9,9,1,0.0,True
kudamatsu,44,9,9,9,1,0.0,True
kudamatsu,45,9,1,1,1,0.0,True
kudamatsu,46,9,9,9,2,0.0,True
kudamatsu,47,9,9,9,2,0.0,True
kudamatsu,48,9,9,9,1,0.0,True
yasu,0,9,9,9,2,0.0,True
yasu,1,9,9,9,1,0.0,True
yasu,2,9,9,9,1,0.0,True
yasu,3,9,9,9,1,0.0,True
yasu,4,9,9,9,1,0.0,True
yasu,5,9,9,9,1,0.0,True
yasu,6,9,9,9,3,3.0,False
yasu,7,9,9,9,1,0.0,True
yasu,8,9,9,9,1,0.0,True
yasu,9,9,9,9,2,0.0,True
yasu,10,9,9,9,1,0.0,True
yasu,11,9,9,9,1,0.0,True
yasu,12,9,9,9,2,0.3,False
yasu,13,9,9,9,1,0.0,True
yasu,14,9,9,9,1,0.0,True
yasu,15,9,9,9,2,0.0,True
yasu,16,9,9,9,2,0.0,True
yasu,17,9,9,9,1,0.0,True
yasu,18,9,9,9,1,0.0,True
yasu,19,9,9,9,2,0.0,True
yasu,20,9,9,9,1,0.0,True
yasu,21,9,9,9,2,0.0,True
yasu,22,9,9,9,1,0.0,True
yasu,23,9,9,9,2,0.0,True
yasu,24,9,9,9,1,0.0,True
yasu,25,9,9,9,2,0.0,True
yasu,26,9,9,9,2,0.0,True
yasu,27,9,9,9,1,0.0,True
yasu,28,9,9,9,2,0.0,True
yasu,29,9,9,9,3,0.0,True
yasu,30,9,9,9,1,0.0,True
yasu,31,9,9,9,1,0.0,True
yasu,32,9,9,9,2,0.0,True
yasu,33,9,9,9,1,0.0,True
yasu,34,9,9,9,1,0.0,True
yasu,35,9,9,9,1,0.0,True
yasu,36,9,9,9,1,0.0,True
yasu,37,9,9,9,1,0.0,True
yasu,38,9,9,9,2,1.0,False
yasu,39,9,9,9,2,0.0,True
yasu,40,9,9,9,1,0.0,True
yasu,41,9,9,9,1,0.0,True
yasu,42,9,9,9,1,0.0,True
yasu,43,9,9,9,1,0.0,True
yasu,44,9,9,9,2,0.0,True
yasu,45,9,9,9,4,0.0,True
yasu,46,9,9,9,2,0.0,True
yasu,47,9,9,9,1,0.0,True
yasu,48,9,9,9,1,0.0,True
yasu,49,9,9,9,1,0.0,True
yasu,50,9,9,9,2,0.0,True
yasu,51,9,9,9,1,0.0,True
yasu,52,9,9,9,1,0.0,True
yasu,53,9,9,9,1,0.0,True
yasu,54,9,9,9,1,0.0,True
yasu,55,9,1,1,1,0.0,True
yasu,56,9,9,9,1,0.0,True
