city,cluster,reconstruction_family,reconstruction_replicate,reconstruction_replicate_within_family,s1_candidate,s2_candidate_weight,selection_count
sano,135,B_incremental,13,1,c135_r13_B_incremental.csv,30.0,21
sano,136,B_incremental,13,1,c136_r13_B_incremental.csv,30.0,21
sano,137,B_incremental,13,1,c137_r13_B_incremental.csv,30.0,21
sano,138,B_incremental,13,1,c138_r13_B_incremental.csv,30.0,21
sano,139,B_incremental,13,1,c139_r13_B_incremental.csv,30.0,21
sano,140,B_incremental,13,1,c140_r13_B_incremental.csv,30.0,21
sano,141,B_incremental,13,1,c141_r13_B_incremental.csv,30.0,21
sano,142,B_incremental,13,1,c142_r13_B_incremental.csv,30.0,21
sano,143,B_incremental,13,1,c143_r13_B_incremental.csv,30.0,21
sano,144,B_incremental,13,1,c144_r13_B_incremental.csv,30.0,21
sano,145,B_incremental,13,1,c145_r13_B_incremental.csv,30.0,21
sano,146,B_incremental,13,1,c146_r13_B_incremental.csv,30.0,21
sano,0,B_incremental,22,10,c000_r22_B_incremental.csv,3.0,29
sano,1,B_incremental,22,10,c001_r22_B_incremental.csv,3.0,29
sano,2,B_incremental,22,10,c002_r22_B_incremental.csv,3.0,29
sano,3,B_incremental,22,10,c003_r22_B_incremental.csv,3.0,29
sano,4,B_incremental,22,10,c004_r22_B_incremental.csv,3.0,29
sano,5,B_incremental,22,10,singleton_co_located_source,3.0,29
sano,6,B_incremental,22,10,c006_r22_B_incremental.csv,3.0,29
sano,7,B_incremental,22,10,c007_r22_B_incremental.csv,3.0,29
sano,8,B_incremental,22,10,c008_r22_B_incremental.csv,3.0,29
sano,9,B_incremental,22,10,c009_r22_B_incremental.csv,3.0,29
sano,10,B_incremental,22,10,c010_r22_B_incremental.csv,3.0,29
sano,11,B_incremental,22,10,c011_r22_B_incremental.csv,3.0,29
sano,12,B_incremental,22,10,c012_r22_B_incremental.csv,3.0,29
sano,13,B_incremental,22,10,c013_r22_B_incremental.csv,3.0,29
sano,14,B_incremental,22,10,c014_r22_B_incremental.csv,3.0,29
sano,15,B_incremental,22,10,c015_r22_B_incremental.csv,3.0,29
sano,16,B_incremental,22,10,c016_r22_B_incremental.csv,3.0,29
sano,17,B_incremental,22,10,c017_r22_B_incremental.csv,3.0,29
sano,18,B_incremental,22,10,c018_r22_B_incremental.csv,3.0,29
sano,19,B_incremental,22,10,c019_r22_B_incremental.csv,3.0,29
sano,20,B_incremental,22,10,c020_r22_B_incremental.csv,3.0,29
sano,21,B_incremental,22,10,c021_r22_B_incremental.csv,3.0,29
sano,22,B_incremental,22,10,c022_r22_B_incremental.csv,3.0,29
sano,23,B_incremental,22,10,c023_r22_B_incremental.csv,3.0,29
sano,24,B_incremental,22,10,c024_r22_B_incremental.csv,3.0,29
sano,25,B_incremental,22,10,singleton_co_located_source,3.0,29
sano,26,B_incremental,22,10,c026_r22_B_incremental.csv,3.0,29
sano,27,B_incremental,22,10,c027_r22_B_incremental.csv,3.0,29
sano,28,B_incremental,22,10,c028_r22_B_incremental.csv,3.0,29
sano,29,B_incremental,22,10,c029_r22_B_incremental.csv,3.0,29
sano,30,B_incremental,22,10,c030_r22_B_incremental.csv,3.0,29
sano,31,B_incremental,22,10,c031_r22_B_incremental.csv,3.0,29
sano,32,B_incremental,22,10,c032_r22_B_incremental.csv,3.0,29
sano,33,B_incremental,22,10,c033_r22_B_incremental.csv,3.0,29
sano,34,B_incremental,22,10,c034_r22_B_incremental.csv,3.0,29
sano,35,B_incremental,22,10,c035_r22_B_incremental.csv,3.0,29
sano,36,B_incremental,22,10,c036_r22_B_incremental.csv,3.0,29
sano,37,B_incremental,22,10,c037_r22_B_incremental.csv,3.0,29
sano,38,B_incremental,22,10,c038_r22_B_incremental.csv,3.0,29
sano,39,B_incremental,22,10,c039_r22_B_incremental.csv,3.0,29
sano,40,B_incremental,22,10,c040_r22_B_incremental.csv,3.0,29
sano,41,B_incremental,22,10,c041_r22_B_incremental.csv,3.0,29
sano,42,B_incremental,22,10,c042_r22_B_incremental.csv,3.0,29
sano,43,B_incremental,22,10,c043_r22_B_incremental.csv,3.0,29
sano,44,B_incremental,22,10,c044_r22_B_incremental.csv,3.0,29
sano,45,B_incremental,22,10,c045_r22_B_incremental.csv,3.0,29
sano,46,B_incremental,22,10,c046_r22_B_incremental.csv,3.0,29
sano,47,B_incremental,22,10,c047_r22_B_incremental.csv,3.0,29
sano,48,B_incremental,22,10,c048_r22_B_incremental.csv,3.0,29
sano,49,B_incremental,22,10,c049_r22_B_incremental.csv,3.0,29
sano,50,B_incremental,22,10,c050_r22_B_incremental.csv,3.0,29
sano,51,B_incremental,22,10,c051_r22_B_incremental.csv,3.0,29
sano,52,B_incremental,22,10,c052_r22_B_incremental.csv,3.0,29
sano,53,B_incremental,22,10,c053_r22_B_incremental.csv,3.0,29
sano,54,B_incremental,22,10,c054_r22_B_incremental.csv,3.0,29
sano,55,B_incremental,22,10,c055_r22_B_incremental.csv,3.0,29
sano,56,B_incremental,22,10,c056_r22_B_incremental.csv,3.0,29
sano,57,B_incremental,22,10,c057_r22_B_incremental.csv,3.0,29
sano,58,B_incremental,22,10,c058_r22_B_incremental.csv,3.0,29
sano,59,B_incremental,22,10,c059_r22_B_incremental.csv,3.0,29
sano,60,B_incremental,22,10,c060_r22_B_incremental.csv,3.0,29
sano,61,B_incremental,22,10,c061_r22_B_incremental.csv,3.0,29
sano,62,B_incremental,22,10,c062_r22_B_incremental.csv,3.0,29
sano,63,B_incremental,22,10,c063_r22_B_incremental.csv,3.0,29
sano,64,B_incremental,22,10,c064_r22_B_incremental.csv,3.0,29
sano,65,B_incremental,22,10,c065_r22_B_incremental.csv,3.0,29
sano,66,B_incremental,22,10,c066_r22_B_incremental.csv,3.0,29
sano,67,B_incremental,22,10,c067_r22_B_incremental.csv,3.0,29
sano,68,B_incremental,22,10,c068_r22_B_incremental.csv,3.0,29
sano,69,B_incremental,22,10,c069_r22_B_incremental.csv,3.0,29
sano,70,B_incremental,22,10,c070_r22_B_incremental.csv,3.0,29
sano,71,B_incremental,22,10,c071_r22_B_incremental.csv,3.0,29
sano,72,B_incremental,22,10,c072_r22_B_incremental.csv,3.0,29
sano,73,B_incremental,22,10,c073_r22_B_incremental.csv,3.0,29
sano,74,B_incremental,22,10,c074_r22_B_incremental.csv,3.0,29
sano,75,B_incremental,22,10,c075_r22_B_incremental.csv,3.0,29
sano,76,B_incremental,22,10,c076_r22_B_incremental.csv,3.0,29
sano,77,B_incremental,22,10,c077_r22_B_incremental.csv,3.0,29
sano,78,B_incremental,22,10,c078_r22_B_incremental.csv,3.0,29
sano,79,B_incremental,22,10,c079_r22_B_incremental.csv,3.0,29
sano,80,B_incremental,22,10,c080_r22_B_incremental.csv,3.0,29
sano,81,B_incremental,22,10,c081_r22_B_incremental.csv,3.0,29
sano,82,B_incremental,22,10,c082_r22_B_incremental.csv,3.0,29
sano,83,B_incremental,22,10,c083_r22_B_incremental.csv,3.0,29
sano,84,B_incremental,22,10,c084_r22_B_incremental.csv,3.0,29
sano,85,B_incremental,22,10,c085_r22_B_incremental.csv,3.0,29
sano,86,B_incremental,22,10,c086_r22_B_incremental.csv,3.0,29
sano,87,B_incremental,22,10,c087_r22_B_incremental.csv,3.0,29
sano,88,B_incremental,22,10,c088_r22_B_incremental.csv,3.0,29
sano,89,B_incremental,22,10,singleton_co_located_source,3.0,29
sano,90,B_incremental,22,10,c090_r22_B_incremental.csv,3.0,29
sano,91,B_incremental,22,10,c091_r22_B_incremental.csv,3.0,29
sano,92,B_incremental,22,10,c092_r22_B_incremental.csv,3.0,29
sano,93,B_incremental,22,10,c093_r22_B_incremental.csv,3.0,29
sano,94,B_incremental,22,10,c094_r22_B_incremental.csv,3.0,29
sano,95,B_incremental,22,10,c095_r22_B_incremental.csv,3.0,29
sano,96,B_incremental,22,10,c096_r22_B_incremental.csv,3.0,29
sano,97,B_incremental,22,10,c097_r22_B_incremental.csv,3.0,29
sano,98,B_incremental,22,10,c098_r22_B_incremental.csv,3.0,29
sano,99,B_incremental,22,10,c099_r22_B_incremental.csv,3.0,29
sano,100,B_incremental,22,10,c100_r22_B_incremental.csv,3.0,29
sano,101,B_incremental,22,10,c101_r22_B_incremental.csv,3.0,29
sano,102,B_incremental,22,10,c102_r22_B_incremental.csv,3.0,29
sano,103,B_incremental,22,10,c103_r22_B_incremental.csv,3.0,29
sano,104,B_incremental,22,10,c104_r22_B_incremental.csv,3.0,29
sano,105,B_incremental,22,10,c105_r22_B_incremental.csv,3.0,29
sano,106,B_incremental,22,10,c106_r22_B_incremental.csv,3.0,29
sano,107,B_incremental,22,10,c107_r22_B_incremental.csv,3.0,29
sano,108,B_incremental,22,10,c108_r22_B_incremental.csv,3.0,29
sano,109,B_incremental,22,10,c109_r22_B_incremental.csv,3.0,29
sano,110,B_incremental,22,10,c110_r22_B_incremental.csv,3.0,29
sano,111,B_incremental,22,10,c111_r22_B_incremental.csv,3.0,29
sano,112,B_incremental,22,10,c112_r22_B_incremental.csv,3.0,29
sano,113,B_incremental,22,10,c113_r22_B_incremental.csv,3.0,29
sano,114,B_incremental,22,10,c114_r22_B_incremental.csv,3.0,29
sano,115,B_incremental,22,10,c115_r22_B_incremental.csv,3.0,29
sano,116,B_incremental,22,10,c116_r22_B_incremental.csv,3.0,29
sano,117,B_incremental,22,10,c117_r22_B_incremental.csv,3.0,29
sano,118,B_incremental,22,10,c118_r22_B_incremental.csv,3.0,29
sano,119,B_incremental,22,10,c119_r22_B_incremental.csv,3.0,29
sano,120,B_incremental,22,10,c120_r22_B_incremental.csv,3.0,29
sano,121,B_incremental,22,10,c121_r22_B_incremental.csv,3.0,29
sano,122,B_incremental,22,10,c122_r22_B_incremental.csv,3.0,29
sano,123,B_incremental,22,10,singleton_co_located_source,3.0,29
sano,124,B_incremental,22,10,c124_r22_B_incremental.csv,3.0,29
sano,125,B_incremental,22,10,singleton_co_located_source,3.0,29
sano,126,B_incremental,22,10,c126_r22_B_incremental.csv,3.0,29
sano,127,B_incremental,22,10,c127_r22_B_incremental.csv,3.0,29
sano,128,B_incremental,22,10,c128_r22_B_incremental.csv,3.0,29
sano,129,B_incremental,22,10,c129_r22_B_incremental.csv,3.0,29
sano,130,B_incremental,22,10,c130_r22_B_incremental.csv,3.0,29
sano,131,B_incremental,22,10,c131_r22_B_incremental.csv,3.0,29
sano,132,B_incremental,22,10,c132_r22_B_incremental.csv,3.0,29
sano,133,B_incremental,22,10,c133_r22_B_incremental.csv,3.0,29
sano,134,B_incremental,22,10,c134_r22_B_incremental.csv,3.0,29
sano,135,B_incremental,22,10,c135_r22_B_incremental.csv,3.0,29
sano,136,B_incremental,22,10,c136_r22_B_incremental.csv,3.0,29
sano,137,B_incremental,22,10,c137_r22_B_incremental.csv,3.0,29
sano,138,B_incremental,22,10,c138_r22_B_incremental.csv,3.0,29
sano,139,B_incremental,22,10,c139_r22_B_incremental.csv,3.0,29
sano,140,B_incremental,22,10,c140_r22_B_incremental.csv,3.0,29
sano,141,B_incremental,22,10,c141_r22_B_incremental.csv,3.0,29
sano,142,B_incremental,22,10,c142_r22_B_incremental.csv,3.0,29
sano,143,B_incremental,22,10,c143_r22_B_incremental.csv,3.0,29
sano,144,B_incremental,22,10,c144_r22_B_incremental.csv,3.0,29
sano,145,B_incremental,22,10,c145_r22_B_incremental.csv,3.0,29
sano,146,B_incremental,22,10,c146_r22_B_incremental.csv,3.0,29
sano,0,B_incremental,15,3,c000_r15_B_incremental.csv,300.0,20
sano,1,B_incremental,15,3,c001_r15_B_incremental.csv,300.0,20
sano,2,B_incremental,15,3,c002_r15_B_incremental.csv,300.0,20
sano,3,B_incremental,15,3,c003_r15_B_incremental.csv,300.0,20
sano,4,B_incremental,15,3,c004_r15_B_incremental.csv,300.0,20
sano,5,B_incremental,15,3,singleton_co_located_source,300.0,20
sano,6,B_incremental,15,3,c006_r15_B_incremental.csv,300.0,20
sano,7,B_incremental,15,3,c007_r15_B_incremental.csv,300.0,20
sano,8,B_incremental,15,3,c008_r15_B_incremental.csv,300.0,20
sano,9,B_incremental,15,3,c009_r15_B_incremental.csv,300.0,20
sano,10,B_incremental,15,3,c010_r15_B_incremental.csv,300.0,20
sano,11,B_incremental,15,3,c011_r15_B_incremental.csv,300.0,20
sano,12,B_incremental,15,3,c012_r15_B_incremental.csv,300.0,20
sano,13,B_incremental,15,3,c013_r15_B_incremental.csv,300.0,20
sano,14,B_incremental,15,3,c014_r15_B_incremental.csv,300.0,20
sano,15,B_incremental,15,3,c015_r15_B_incremental.csv,300.0,20
sano,16,B_incremental,15,3,c016_r15_B_incremental.csv,300.0,20
sano,17,B_incremental,15,3,c017_r15_B_incremental.csv,300.0,20
sano,18,B_incremental,15,3,c018_r15_B_incremental.csv,300.0,20
sano,19,B_incremental,15,3,c019_r15_B_incremental.csv,300.0,20
sano,20,B_incremental,15,3,c020_r15_B_incremental.csv,300.0,20
sano,21,B_incremental,15,3,c021_r15_B_incremental.csv,300.0,20
sano,22,B_incremental,15,3,c022_r15_B_incremental.csv,300.0,20
sano,23,B_incremental,15,3,c023_r15_B_incremental.csv,300.0,20
sano,24,B_incremental,15,3,c024_r15_B_incremental.csv,300.0,20
sano,25,B_incremental,15,3,singleton_co_located_source,300.0,20
sano,26,B_incremental,15,3,c026_r15_B_incremental.csv,300.0,20
sano,27,B_incremental,15,3,c027_r15_B_incremental.csv,300.0,20
sano,28,B_incremental,15,3,c028_r15_B_incremental.csv,300.0,20
sano,29,B_incremental,15,3,c029_r15_B_incremental.csv,300.0,20
sano,30,B_incremental,15,3,c030_r15_B_incremental.csv,300.0,20
sano,31,B_incremental,15,3,c031_r15_B_incremental.csv,300.0,20
sano,32,B_incremental,15,3,c032_r15_B_incremental.csv,300.0,20
sano,33,B_incremental,15,3,c033_r15_B_incremental.csv,300.0,20
sano,34,B_incremental,15,3,c034_r15_B_incremental.csv,300.0,20
sano,35,B_incremental,15,3,c035_r15_B_incremental.csv,300.0,20
sano,36,B_incremental,15,3,c036_r15_B_incremental.csv,300.0,20
sano,37,B_incremental,15,3,c037_r15_B_incremental.csv,300.0,20
sano,38,B_incremental,15,3,c038_r15_B_incremental.csv,300.0,20
sano,39,B_incremental,15,3,c039_r15_B_incremental.csv,300.0,20
sano,40,B_incremental,15,3,c040_r15_B_incremental.csv,300.0,20
sano,41,B_incremental,15,3,c041_r15_B_incremental.csv,300.0,20
sano,42,B_incremental,15,3,c042_r15_B_incremental.csv,300.0,20
sano,43,B_incremental,15,3,c043_r15_B_incremental.csv,300.0,20
sano,44,B_incremental,15,3,c044_r15_B_incremental.csv,300.0,20
sano,45,B_incremental,15,3,c045_r15_B_incremental.csv,300.0,20
sano,46,B_incremental,15,3,c046_r15_B_incremental.csv,300.0,20
sano,47,B_incremental,15,3,c047_r15_B_incremental.csv,300.0,20
sano,48,B_incremental,15,3,c048_r15_B_incremental.csv,300.0,20
sano,49,B_incremental,15,3,c049_r15_B_incremental.csv,300.0,20
sano,50,B_incremental,15,3,c050_r15_B_incremental.csv,300.0,20
sano,51,B_incremental,15,3,c051_r15_B_incremental.csv,300.0,20
sano,52,B_incremental,15,3,c052_r15_B_incremental.csv,300.0,20
sano,53,B_incremental,15,3,c053_r15_B_incremental.csv,300.0,20
sano,54,B_incremental,15,3,c054_r15_B_incremental.csv,300.0,20
sano,55,B_incremental,15,3,c055_r15_B_incremental.csv,300.0,20
sano,56,B_incremental,15,3,c056_r15_B_incremental.csv,300.0,20
sano,57,B_incremental,15,3,c057_r15_B_incremental.csv,300.0,20
sano,58,B_incremental,15,3,c058_r15_B_incremental.csv,300.0,20
sano,59,B_incremental,15,3,c059_r15_B_incremental.csv,300.0,20
sano,60,B_incremental,15,3,c060_r15_B_incremental.csv,300.0,20
sano,61,B_incremental,15,3,c061_r15_B_incremental.csv,300.0,20
sano,62,B_incremental,15,3,c062_r15_B_incremental.csv,300.0,20
sano,63,B_incremental,15,3,c063_r15_B_incremental.csv,300.0,20
sano,64,B_incremental,15,3,c064_r15_B_incremental.csv,300.0,20
sano,65,B_incremental,15,3,c065_r15_B_incremental.csv,300.0,20
sano,66,B_incremental,15,3,c066_r15_B_incremental.csv,300.0,20
sano,67,B_incremental,15,3,c067_r15_B_incremental.csv,300.0,20
sano,68,B_incremental,15,3,c068_r15_B_incremental.csv,300.0,20
sano,69,B_incremental,15,3,c069_r15_B_incremental.csv,300.0,20
sano,70,B_incremental,15,3,c070_r15_B_incremental.csv,300.0,20
sano,71,B_incremental,15,3,c071_r15_B_incremental.csv,300.0,20
sano,72,B_incremental,15,3,c072_r15_B_incremental.csv,300.0,20
sano,73,B_incremental,15,3,c073_r15_B_incremental.csv,300.0,20
sano,74,B_incremental,15,3,c074_r15_B_incremental.csv,300.0,20
sano,75,B_incremental,15,3,c075_r15_B_incremental.csv,300.0,20
sano,76,B_incremental,15,3,c076_r15_B_incremental.csv,300.0,20
sano,77,B_incremental,15,3,c077_r15_B_incremental.csv,300.0,20
sano,78,B_incremental,15,3,c078_r15_B_incremental.csv,300.0,20
sano,79,B_incremental,15,3,c079_r15_B_incremental.csv,300.0,20
sano,80,B_incremental,15,3,c080_r15_B_incremental.csv,300.0,20
sano,81,B_incremental,15,3,c081_r15_B_incremental.csv,300.0,20
sano,82,B_incremental,15,3,c082_r15_B_incremental.csv,300.0,20
sano,83,B_incremental,15,3,c083_r15_B_incremental.csv,300.0,20
sano,84,B_incremental,15,3,c084_r15_B_incremental.csv,300.0,20
sano,85,B_incremental,15,3,c085_r15_B_incremental.csv,300.0,20
sano,86,B_incremental,15,3,c086_r15_B_incremental.csv,300.0,20
sano,87,B_incremental,15,3,c087_r15_B_incremental.csv,300.0,20
sano,88,B_incremental,15,3,c088_r15_B_incremental.csv,300.0,20
sano,89,B_incremental,15,3,singleton_co_located_source,300.0,20
sano,90,B_incremental,15,3,c090_r15_B_incremental.csv,300.0,20
sano,91,B_incremental,15,3,c091_r15_B_incremental.csv,300.0,20
sano,92,B_incremental,15,3,c092_r15_B_incremental.csv,300.0,20
