city,cluster,terminals,raw_kw,coinc_kw,n_s1,n_s1_feas,s1_npc_mean,s1_npc_feas_mean,s1_capex_mean,s1_length_mean,s1_plkw_mean,s1_vdrop_max,s1cond_npc_mean,s1cond_vdrop_max,n_s1cond_feas,s1cond_plkw_mean,s2f_npc,s2f_plkw,s2_npc,s2_w,s2_capex,s2_plkw,s2_length,s2_vdrop,s2_upsize_m,s2_feasible,vof_mean,s1_famA_npc,s1_famB_npc,tld
yasu,10,1,41.85976022662572,25.11585613597543,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,,,0.0
yasu,11,3,209.83025892991498,125.89815535794898,12,12,40202420.355187535,40202420.355187535,25680809.93034174,158.52351808852927,0.5102273477627922,0.5557281631800365,40202420.355187535,0.5557281631800365,12,0.5102273477627922,40202420.355187535,0.5102273477627921,40202420.355187535,0,25680809.930341743,0.5102273477627921,158.52351808852927,0.5557281631800365,0.0,True,0.0,40202420.355187535,40202420.355187535,0.0
yasu,12,3,114.29041936037373,68.57425161622423,12,12,13293207.332419155,13293207.332419155,6349293.772114319,39.19317143280443,0.01634029075384836,0.08364285982718819,13293207.332419155,0.08364285982718819,12,0.01634029075384836,13293207.332419153,0.016340290753848363,13293207.332419153,0,6349293.772114318,0.016340290753848363,39.19317143280443,0.08364285982718819,0.0,True,0.0,13293207.332419155,13293207.332419155,0.0
yasu,13,2,92.51982920819395,55.51189752491638,12,12,13927746.28128206,13927746.28128206,6802771.280865314,41.99241531398343,0.0297908558190515,0.11698206135511506,13927746.28128206,0.11698206135511506,12,0.0297908558190515,13927746.281282058,0.0297908558190515,13927746.281282058,0,6802771.280865315,0.0297908558190515,41.99241531398343,0.11698206135511506,0.0,True,0.0,13927746.281282058,13927746.281282058,0.0
yasu,14,1,133.24047957544806,79.94428774526884,1,1,4713525.528645839,4713525.528645839,0.0,0.0,0.0,0.0,4713525.528645839,0.0,1,0.0,4713525.528645839,0.0,4713525.528645839,0,0.0,0.0,0.0,0.0,0.0,True,0.0,,,0.0
yasu,15,5,110.37467116778909,66.22480270067345,12,12,22544687.18832929,22544687.18832929,13160426.977983236,81.23720356779776,0.06080475089441817,0.1330625224928181,22544687.18832929,0.1330625224928181,12,0.06080475089441817,22544687.18832929,0.06080475089441817,22544687.18832929,0,13160426.977983236,0.06080475089441817,81.23720356779775,0.1330625224928181,0.0,True,0.0,22544687.18832929,22544687.18832929,0.0
yasu,16,3,102.86250195040635,61.71750117024381,12,12,20921939.778569173,20921939.778569173,11979200.737269932,73.94568356339461,0.04276349777971087,0.17018724555285547,20921939.778569173,0.17018724555285547,12,0.04276349777971087,20921939.778569177,0.04276349777971087,20921939.778569177,0,11979200.73726993,0.04276349777971087,73.94568356339462,0.17018724555285547,0.0,True,0.0,20921939.778569177,20921939.778569177,0.0
yasu,17,2,49.36872825126716,29.62123695076029,12,12,87262986.09405136,87262986.09405136,61263617.97920224,378.17048135310023,0.025073659402502294,0.3220661092467781,87262986.09405136,0.3220661092467781,12,0.025073659402502294,87262986.09405136,0.025073659402502297,87262986.09405136,0,61263617.979202226,0.025073659402502297,378.1704813531002,0.3220661092467781,0.0,True,0.0,87262986.09405136,87262986.09405136,0.0
yasu,18,2,223.4444285116982,134.0666571070189,12,12,23607232.76081841,23607232.76081841,13603189.188476035,83.97030363256816,0.32397329439753836,0.5455189234397921,23607232.76081841,0.5455189234397921,12,0.32397329439753836,23607232.76081841,0.32397329439753836,23607232.76081841,0,13603189.18847604,0.32397329439753836,83.97030363256815,0.5455189234397921,0.0,True,0.0,23607232.76081841,23607232.76081841,0.0
yasu,19,3,121.24767911338961,72.74860746803377,12,12,46247455.135157816,46247455.135157816,30757559.60895883,189.86147906764702,0.06324849298380839,0.3554862432979546,46247455.135157816,0.3554862432979546,12,0.06324849298380839,46247455.135157816,0.06324849298380837,46247455.135157816,0,30757559.608958825,0.06324849298380837,189.86147906764705,0.3554862432979546,0.0,True,0.0,46247455.135157816,46247455.135157816,0.0
yasu,20,2,61.38737205773565,36.83242323464139,12,12,31664567.62636906,31664567.62636906,19971984.03440101,123.28385206420383,0.030670407552669934,0.20535822280645502,31664567.62636906,0.20535822280645502,12,0.030670407552669934,31577122.708521638,0.030570894841470662,31577122.708521638,0,19907183.25613034,0.030570894841470662,122.88384726006385,0.2027187072445681,0.0,True,87444.91784741636,31752012.54421647,31577122.708521638,0.0
